0,0,0,0,90,90,
0,0,0,34,90,90,
0,0,0,35,90,90,
0,0,0,38,90,90,
0,0,0,40,90,90,
0,0,0,44,90,90,
0,0,0,48,90,90,
0,0,0,49,90,90,
0,0,0,53,90,90,
0,0,0,56,90,90,
0,0,0,57,90,90,
0,0,0,59,90,90,
0,0,0,62,90,90,
0,0,0,63,90,90,
0,0,0,64,90,90,
0,0,0,67,90,90,
0,0,0,68,90,90,
0,0,0,73,90,90,
0,0,0,76,90,90,
0,0,0,77,90,90,
0,0,0,80,90,90,
0,0,0,83,90,90,
0,0,0,87,90,90,
0,0,0,90,90,90,
0,0,0,92,90,90,
0,0,0,93,90,90,
0,0,0,97,90,90,
0,0,0,99,90,90,
0,0,0,104,90,90,
0,0,0,108,90,90,
0,0,0,109,90,90,
0,0,0,112,90,90,
0,0,0,115,90,90,
0,0,0,116,90,90,
0,0,0,118,90,90,
0,0,0,119,90,90,
0,0,0,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,12,120,90,90,
0,0,14,120,90,90,
0,0,14,120,90,90,
0,0,17,120,90,90,
0,0,18,120,90,90,
0,0,19,120,90,90,
0,0,21,120,90,90,
0,0,22,120,90,90,
0,0,23,120,90,90,
0,0,25,120,90,90,
0,0,27,120,90,90,
0,0,28,120,90,90,
0,0,29,120,90,90,
0,0,30,120,90,90,
0,0,31,120,90,90,
0,0,33,120,90,90,
0,0,34,120,90,90,
0,0,36,120,90,90,
0,0,37,120,90,90,
0,0,38,120,90,90,
0,0,40,120,90,90,
0,0,41,120,90,90,
0,0,45,120,90,90,
0,0,48,120,90,90,
0,0,49,120,90,90,
0,0,52,120,90,90,
0,0,56,120,90,90,
0,0,57,120,90,90,
0,0,60,120,90,90,
0,0,65,120,90,90,
0,0,67,120,90,90,
0,0,70,120,90,90,
0,0,75,120,90,90,
0,0,76,120,90,90,
0,0,81,120,90,90,
0,0,84,120,90,90,
0,0,85,120,90,90,
0,0,89,120,90,90,
0,0,90,120,90,90,
0,0,93,120,90,90,
0,0,94,120,90,90,
0,0,97,120,90,90,
0,0,98,120,90,90,
